timestamp_local,food_name,label,temperature,humidity,mq2_ppm,mq3_ppm,mq4_ppm,mq135_ppm,mq136_ppm,mq137_ppm,co2
2026-06-28 16:52:55,Rice,Spoiled,31.6,92.8,2375.1,147.4,1354.9,209.8,132.6,187.0,1062.0
2026-06-28 16:57:55,Rice,Spoiled,31.5,92.6,2353.1,137.8,1370.7,211.4,130.3,187.5,1091.0
2026-06-28 17:02:56,Rice,Spoiled,31.5,92.9,2480.6,153.8,1528.9,216.5,136.8,191.3,1112.0
2026-06-28 17:07:55,Rice,Spoiled,31.4,92.8,1934.1,136.7,1211.4,204.3,123.3,177.1,935.0
2026-06-28 17:12:55,Rice,Spoiled,31.3,93.0,2417.9,139.6,1453.5,207.3,130.9,187.9,1097.0
2026-06-28 17:17:56,Rice,Spoiled,31.2,92.6,2460.4,153.8,1431.5,207.8,134.8,188.4,1041.0
2026-06-28 17:22:55,Rice,Spoiled,31.2,92.6,2561.9,160.6,1622.0,187.3,133.3,192.5,1197.0
2026-06-28 17:27:56,Rice,Spoiled,31.1,92.7,2584.2,156.7,1602.9,213.6,139.1,194.4,1190.0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
